annotation_id,brand,industry,role,text,label,notes
242,Unilever,clean_beauty,greenwashing,"- A specialist Sustainability Corporate Centre team develops our sustainability strategy and policies while driving transformational change across markets through advocacy and partnerships. - Country Sustainability teams translate global strategy into local plans and work with partners to deliver shared priorities. Supply Chain and Procurement functions play a key role in the delivery of our climate, nature and livelihood goals, working with the Business Groups to improve manufacturing operations, and collaborating with our upstream value chain. They manage impact measurement and maintain the systems and data for sustainability reporting. Research & Development (R&D) support delivery of our plastics goals through new innovations.",0,"Sustainability organisational structure — governance, out of scope"
243,Unilever,clean_beauty,greenwashing,"Consequently, we are unable to directly attribute Unilever’s operations to negative impacts on biodiversity and ecosystems. 242 Unilever Annual Report and Accounts 2025 Sustainability Statement ENVIRONMENTAL DISCLOSURES Resource Use and Circular Economy IMPACT, RISK AND OPPORTUNITY MANAGEMENT Our material Environmental impacts, risks and opportunities resulting from the double materiality assessment (DMA), and the process by which these were identified, are detailed on page 219. We included microplastics resulting from our packaging as part of our plastic pollution negative impact in 2024. However, we assessed microplastics as non-material in 2025 because our material impact and associated actions relate to whole pieces of plastic entering the environment.",2,Cannot directly attribute biodiversity impacts — honest limitation disclosed
244,Unilever,clean_beauty,greenwashing,"(d) Raw materials purchased from non-sustainable sources but matched with credits representing verified sustainably sourced raw materials were 19% in 2025 (2024: 16%, 2023: 13%). (e) 2023 performance measured for all commodity volumes ordered for three-month period October to December, except for palm oil in India measured only for December. We continued to make progress against our regenerative agriculture target, implementing 12 new programmes in 2025. We plan to further scale the implementation of our initiatives through investment in our Regenerative Agriculture Fund in 2026. We also exceeded our in-year protect and restore target, largely driven through the implementation of new programmes, for example expansion of activities within the Rimba Collective and a new programme in Ecuador with Conservation International.",2,19% non-sustainable sourcing matched with credits — specific but credits-based
245,Unilever,clean_beauty,greenwashing,"Exclusions: Materials purchased by third-party companies supplying finished products for Unilever; materials purchased for collaborative manufacturing; materials included as an ingredient or in the process of purchased materials; or materials produced with multiple interchangeable feedstocks; small volume materials for palm oil; and small volume suppliers where aggregated volumes are <5% of total purchased volumes. Allocation to Ice Cream Implement regenerative agriculture practices: Programmes funded by or associated to an Ice Cream brand. If a programme does not meet these criteria, allocation performed where the supplier, crop and/or site associated with the programme is identified as relating to Ice Cream. Help protect and restore natural ecosystems: Where the crop supply chain adjacent to the programme work, country and/or Unilever site is identified as relating to Ice Cream. Crop volumes: Estimated based on finished goods supplied by CMs categorised as Ice Cream products, using information such as product recipes and production volumes.",0,Materials exclusion methodology — out of scope
246,Unilever,clean_beauty,greenwashing,"In addition, our plastic pollution impact was updated to remove reference to microplastics. The 2025 DMA output was reviewed and approved by the Audit Committee in October 2025. Double materiality assessment process In 2024, we followed a four-step process to identify our material IROs: Step 1: Identification of potentially relevant IROs. Outputs from established engagement channels and previous risk assessments, complemented by targeted interviews and questionnaires with internal sustainability experts, were used to collate a comprehensive list of all potentially relevant IROs. This approach ensured inclusion of perspectives from all key stakeholder groups, including affected communities.",0,DMA process description — out of scope
247,Unilever,clean_beauty,greenwashing,"The ULE and the Board discuss progress against these metrics quarterly. Sustainability due diligence Our responsible business approach embeds human rights and environmental matters into our due diligence processes. Throughout our sustainability statement, we detail the mechanisms we use to identify, mitigate and account for how we address actual and potential negative environmental and human rights impacts. The table below maps the core elements of our due diligence approach. Core elements Paragraphs in the sustainability statement --- --Embedding due diligence in our governance, In this section under Governance and Strategy and business model.",0,Due diligence governance framework — out of scope
248,Unilever,clean_beauty,greenwashing,"This is a significant improvement from 2024 and marks a key milestone towards advancing the representativeness of our GHG data, as detailed on page 227. Scope 3 E&I: The reduction in E&I emissions since 2021 has been driven by a combination of purchased material volume decline, availability of supplierspecific PCFs and improvements in GHG measurement. We expect progress against our E&I target to be challenging given the significant contribution from the petrochemicals sector and end-of-life emissions from surfactants. This primarily impacts our Home Care Business Group. However, we are making progress to develop and scale lower GHG alternatives for these chemicals, as well as engaging with governments to accelerate the transition to sustainable chemicals, as set out on page 228.",2,Scope 3 E&I reduction drivers identified — specific causal analysis
249,Unilever,clean_beauty,greenwashing,"These estimates rely on government or industry data, or on internal expert opinions when external data is unavailable or unreliable. Bottle collection is excluded to prevent double-counting with postconsumer recycled plastic packaging purchased by Unilever. Allocation to Ice Cream: Proportion of Ice Cream plastic packaging used in products sold as a percentage of total plastic packaging used in products sold. Plastics targets Goal 2025 2024(a) 2023(a) Plastics targets Goal 2025 2024(a) 2023(a) --- --Reduce our virgin plastic footprint by 30% by 2026, and 40% by 2028, from a 2019 baseline (30) % Unilever (29) % (23) % (21) % Ice Cream (22) % — — 100% of our plastic packaging to be reusable, recyclable or compostable(b) 100% by 2030 for rigids – Unilever by 2035 for flexibles – Unilever by 2030 for rigids – Ice Cream by 2035 for flexibles – Ice Cream 57% 57% 53% 75% 76% – 15% 13% – 76% — — 23% — — Use 25% recycled plastic in our packaging by 2025 (% of total used in packaging) 25% Unilever Ice Cream 25% 21% 20% 8% — — Collect and process more plastic than we sell by 2025 (tonnes of plastic packaging collected and processed, % of tonnes of plastic sold) 100% Unilever Ice Cream 111% 93% 68% 105% — — (a) 2024 and 2023 measured including Ice Cream. (b) 2023 measured for 12-month period ended 30 September.",0,Emission allocation methodology — out of scope
250,Unilever,clean_beauty,greenwashing,"In 2025, we reduced our use of virgin plastics for the packaging of our products by 29% versus a 2019 baseline. We also reported 57% of our plastic packaging to be reusable, recyclable or compostable. Through our purchase of recycled plastic, strategic partnerships and participation in extended producer responsibility (EPR) schemes, we collected and processed more plastic than we sold in 2025. Our future packaging plans focus on developing next-generation solutions that are reusable, recyclable or compostable. We will also continue to reduce virgin plastic use.",2,"29% virgin plastic reduction vs 2019, 57% recyclable — specific with year"
251,Unilever,clean_beauty,greenwashing,"The identified revisions will be implemented from 2026 onwards. Own workforce As detailed in our General Information section on page 218, Unilever’s Code of Business Principles (COBP) and Code Policies apply to our material sustainability matters, including Human Rights. Our Respect, Dignity and Fair Treatment Code policy sets out how we will respect employees’ human rights by: - Basing all employment-related decisions on merit. - Avoiding behaviour that could be offensive, intimidating, malicious, violent, insulting or bullying. - Providing fair and equitable wages that meet or exceed legal or industry standards.",0,"Code of Business Principles reference — governance, out of scope"
252,Unilever,clean_beauty,greenwashing,"Product safety is also governed through the following Code Policies: - Responsible Innovation Code Policy: describes our commitment to conducting responsible, safe and sustainable research and innovation that fully respects the concerns of our consumers and society. Six supporting standards include Safety Risk Assessments for ensuring Consumer, Occupational and Environmental Safety by Design, and Use of Ingredients and Control of Contaminants. - Product Safety & Product Quality Code Policy: sets out our commitment to produce safe, high-quality products and services that meet all applicable standards and regulations. As described in the Environmental policies section on page 221, our Responsible Partner Policy (RPP) sets out the requirements for suppliers in the value chain. Specifically, within the Business Integrity & Ethics pillar, this includes requirements to meet agreed specifications and notifying Unilever of any product quality or safety concerns originating from the business partner, or its supply chain without delay.",0,"Code policies list — governance, out of scope"
253,Unilever,clean_beauty,greenwashing,"The time horizon for each IRO has been reflected through relevant policies, actions and targets described in our topical disclosures. Interaction with strategy and business model No changes were made to our strategy or business model in response to the material IROs identified through the DMA process. This will be reassessed in 2026 following the demerger of our Ice Cream business in December 2025. The Directors assess Unilever’s resilience using the going concern assessment (one-year time horizon) and viability statement (three-year time horizon) as set out in the Statement of Directors’ Responsibilities on page 110 and Strategic Report on page 38. Additional information about our resilience to material climate and biodiversity IROs is provided in the relevant topical disclosures.",0,DMA strategy interaction note — out of scope
254,Unilever,clean_beauty,greenwashing,"The table on the following page summarises the potential financial impacts for each climate- and nature-related risk under different scenarios. It also highlights how these impacts and materiality change over time, specifically as the time horizon shifts from the short-term to the long-term. Risks are presented as the associated revenue or cost impact as a percentage of total revenue, and categorised based on a relative risk rating. Calculations exclude data relating to Ice Cream, which was demerged in December 2025. These potential financial impacts are based on high-level quantitative assessments.",0,"Climate scenario financial impact table — risk disclosure, out of scope"
255,Unilever,clean_beauty,greenwashing,"ENVIRONMENTAL DISCLOSURES Climate GOVERNANCE Sustainability performance and incentives We continue to formally link remuneration for management employees, including the ULE, to performance against our sustainability goals. We have outlined the details of this in the General Information section on page 215 and the Directors’ Remuneration Report on pages 97 and 99. Within this framework, progress against our climate goal in 2025 is measured on the reduction of our scope 1 and 2 greenhouse gas (GHG) emissions. Climate Transition Action Plan Our second Climate Transition Action Plan (CTAP) was approved by shareholders in 2024. It outlines our 2030 climate targets and the mitigation, adaptation and advocacy actions we will take to achieve them.",2,Remuneration formally linked to sustainability goals — specific governance link
256,Unilever,clean_beauty,greenwashing,"Our policies underpin our approach to sustainable business. We make key Unilever policies (including the Unilever Environmental Policy, RPP and SAP) publicly available on our website to ensure that we are transparent in our approach, providing access to all our stakeholders. Unilever Annual Report and Accounts 2025 221 Sustainability Statement ENVIRONMENTAL DISCLOSURES Climate GOVERNANCE Sustainability performance and incentives We continue to formally link remuneration for management employees, including the ULE, to performance against our sustainability goals. We have outlined the details of this in the General Information section on page 215 and the Directors’ Remuneration Report on pages 97 and 99.",0,Policy transparency statement — out of scope
257,Unilever,clean_beauty,greenwashing,"The table below demonstrates how these policies address water shortages in areas of high water stress. These policies encompass water management and water consumption. Water shortages in areas of --- --high water stress Environmental Policy ■ Environmental Care Framework Standard ■ Responsible Partner Policy (RPP) ■ Sustainable Agricultural Principles ■ Product innovation is part of our business strategy, including innovations related to sustainability topics supported by our R&D science and technology programmes. For example, innovating water-smart products that help consumers use less water is considered as part of our Business Group R&D strategies. We do not have specific policies to manage changes in product demand resulting from changes in water access, including product design policies.",0,Water policy mapping table — out of scope
258,Unilever,clean_beauty,greenwashing,"(h) Includes capital goods, fuel and energy-related activities, waste generated in operations, business travel, employee commuting, downstream transport and distribution and franchises. (i) Relates to emissions such as those that arise from the heating of water needed to use our shampoos and shower gels, the energy required for washing machines to use our fabric cleaners, and the energy required for the cooking of our food products. Excluded from the scope of our net zero ambition in line with GHG Protocol and SBTi guidelines. We have seen an overall decrease of 5% in our total scope 1, 2 and 3 GHG emissions in 2025 from the prior year (including Ice Cream). Our progress in decarbonising our own operations has led to overall reductions in scope 1 and 2 emissions through interventions in energy efficiency and renewable energy sourcing, as detailed on page 227.",0,Scope 3 category methodology note — out of scope
259,Unilever,clean_beauty,greenwashing,"Energy transition Risk Petrochemical prices are expected to rise across scenarios, largely driven by mandates for (VC) sustainable practices in policy-heavy transitions, and rising oil prices in higher-warming scenarios. This risk affects our upstream value chain across all regions and impacts our ability to financially plan, forecast and manage our business performance. Product regulations and claims: Risk New regulations may restrict how we source raw materials, leading to higher costs. composition and sourcing (OO) Pressure to adopt sustainable supply chains could impact business performance, if not transparency addressed promptly. Increased global regulation also means more scrutiny of sustainability claims, potentially raising costs and harming revenue due to reputational damage.",2,Petrochemical price risk from sustainability mandates — specific risk analysis
260,Sephora,clean_beauty,ambiguous,"Interview with Sabine Kerrain Sephora France, Manager for Projects Operations and in charge of inspiring and spreading the sustainability mindset to retail teams in France How do you encourage Beauty Advisors to actively engage in sustainability initiatives at Sephora? What impacts have you observed since the launch of this community dedicated to eco-gestures in stores in France? We work to value and promote what we do well, the good practices already in place, whether in the back office, on the sales floor, or through the brands. We also identify opportunities for improvement; it is important to listen to the teams. It is ideal for letting them feel like agents of change.",0,Staff interview narrative — out of scope
261,Sephora,clean_beauty,ambiguous,"Their programme is open to headquarters and retail employees, where in 2024, nearly 10% of the total workforce participated as members or allies in ERGled activities and other social and environmental initiatives, including volunteerism. Other markets created local ERGs throughout 2024, such as Brazil where “affinity groups” was created with a focus on generations and the concept of intersectionality with other diversity characteristics. In Asia, the “Disability Inclusion Committee” is the local ERG based in Singapore that focuses on disability. _Leading with Purpose_ _Ensuring a beautiful tomorrow_ _Sephora Red Heart_ _Sephora Green Heart_ 2024 Global Impact and Progress Report 34 In 2024, we donated €11.8 million to communities in need – through financial and material donations – supporting more than 1.8 million estimated beneficiaries worldwide.",2,10% workforce in ERG activities — specific figure
262,Sephora,clean_beauty,ambiguous,Can you tell us more on Sephora’s global seals? Two years of work went into the globalisation of our offering for clients. We have chosen these seals to help create differentiation between ingredient restrictions and environmental commitments. This was a way for us to delineate different values and aspects of the beauty industry that the client is looking for in their shopping preferences. “Clean at Sephora” began in the US market in 2018 and has grown year over year; it became global in 2024.,2,Global seals differentiating ingredient vs environmental commitments — specific
263,Sephora,clean_beauty,ambiguous,"The same applies for refrigerant gases in some locations. Where needed, we have estimated the corresponding values assuming that the R410a gas is generally the most used. Sephora’s global corporate carbon footprint – last updated in 2024 for the 2023 reporting year – is calculated in accordance with the GHG Protocol guidelines. Scope 2 emissions are calculated in line with the market-based approach. The calculation includes the following Scope 3 categories: 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.9, 3.11, 3.12.",0,Carbon footprint calculation methodology — out of scope
264,Sephora,clean_beauty,ambiguous,"Stores lights are switched off at night, with partial illumination during pre-opening hours. _Leading with Purpose_ _Ensuring a beautiful tomorrow_ _Sephora Red Heart_ _Sephora Green Heart_ 2024 Global Impact and Progress Report 41 The impact from transportation: inbound and outbound In 2024, 9% of Sephora's total inbound and outbound transportation flows are made of airfreight, mainly due to international imports (inbound transport) from the brands’ warehouses to Sephora’s logistic centres worldwide . The regions are actively supporting Sephora’s transition away from airfreight to more sustainable transport modes, aligning with LVMH and Sephora strategic goals to reduce carbon emissions associated with air transport. Nearly all Sephora Collection’s inbound transportation flows – covering imports from suppliers of finished and semi-finished products to Sephora Collection’s warehouse in Escrennes (France) and the new CDNA warehouse in the United States – are conducted by sea freight, accounting for 99% of shipments.",2,"9% inbound shipping context, lights off at night — specific operational measures"
265,Sephora,clean_beauty,ambiguous,"Current scenarios show shortfalls in meeting these goals. For the beauty industry, significant CO₂ emissions come from product use and end-of-life. Pressure and dependency on the natural ecosystem Over half of global GDP depends on natural ecosystems . The beauty industry’s reliance on natural ingredients underscores the importance of preventing biodiversity loss and resource scarcity due to ecosystem exploitation. _Leading with Purpose_ _Ensuring a beautiful tomorrow_ _Sephora Red Heart_ _Sephora Green Heart_ 2024 Global Impact and Progress Report 17",2,Beauty industry CO2 from product use acknowledged — honest risk disclosure
266,Sephora,clean_beauty,ambiguous,"The scope of the Report includes Sephora’s direct operations, along its value chain and across its geographies. Information related to Sephora Collection is also disclosed in a dedicated section as well as in the rest of the document. The text boxes labelled “Zoom In” and “Focus” highlight some of the key projects and initiatives implemented throughout the year. MATERIALITY ANALYSIS Sephora performed its first global materiality analysis in 2024 and published the results in the first edition of the Global Impact and Progress Report. Updates of the materiality analysis will be done in line with specific contextual or company evolutions.",0,Report scope definition — out of scope
267,Sephora,clean_beauty,ambiguous,"_Towards more responsible beauty_ Our commitment to our customers’ beauty begins with ensuring we have the best selection of the products people love from the brands they trust. We are committed to promoting more responsible products and formulas, and to elevating more sustainable sourcing and transparency in formulation and packaging. US RECOGNISED FOR COMMITMENT TO SAFETY AND ZOOM IN TRANSPARENCY IN BEAUTY Sephora US has been ranked #2 out of 50 retailers in the “2024 Mind the Store Retailer Report Card” , up from #4 in 2021. The programme, led by Toxic-Free Future , evaluates retailers on their efforts to reduce toxic chemicals and plastic in products, packaging and supply chains. Sephora US has received an A- grade, a significant improvement from the D score in 2017, the first year of assessment for the company.",1,"Committed to promoting more responsible products — vague, no metrics"
268,Sephora,clean_beauty,ambiguous,"In 2024, both roadmaps were updated to better reflect Sephora’s key impact areas and levers to act and actionable levers. Sephora’s Global Green Heart Roadmap is based on four pillars of action and ten priorities between now and 2030. Sephora Global Green Heart Roadmap Reduce Rethink packaging and waste Promote more sustainable consumption carbon emissions Highlighting and incentivising more sustainable beauty production and consumption practices and habits. Building more responsible retailing practices and operations across our sites and digital platforms. Contributing to the decarbonisation of the retail and beauty industry.",2,Green Heart Roadmap with 4 pillars and 10 priorities by 2030 — structured
269,Sephora,clean_beauty,ambiguous,"51 Offer reserved for customers holding a loyalty card. Offer valid from 14 January 2025, to 31 July 2025, inclusive, in the following Sephora stores: Coulommier, Val de Fontenay, Noisy Le Grand, Paris Avenue de France, Paris Bercy Village, Paris Faubourg Saint-Antoine, Paris Gare de Lyon, Paris Italie 2, Paris Saint Michel, Paris Saint-Germain, Pontault Combault, Val d’Europe, Vincennes, Torcy. For each returned primary packaging (packaging in direct contact with the product, excluding cardboard packaging) and product purchased, 50 loyalty points will be credited to the customer’s loyalty card. 52 For products with a Remaining Shelf Life above 3 months. _Leading with Purpose_ _Ensuring a beautiful tomorrow_ _Sephora Red Heart_ _Sephora Green Heart_ 2024 Global Impact and Progress Report 53",0,"Loyalty card promotion details — commercial, out of scope"
270,Sephora,clean_beauty,ambiguous,"By celebrating our 2024 successes in this report, we highlight the remarkable commitment of our teams and all the changemakers within Sephora who make Sephora’s Purpose a reality: to champion a world of inspiration and inclusion where everyone can celebrate their beauty. In 2024, as part of Sephora Global Red Heart Roadmap, we donated €11.8 million to communities in need. This was made possible through financial and product donations from our employees, our clients, and Sephora. Overall, these giving initiatives supported more than 1.8 million beneficiaries worldwide. Sephora Global Green Heart Roadmap has been updated with ambitious targets across four Guillaume Motte Deborah Yeh Sephora Global Chief Purpose Officer Sephora President and CEO _“We highlight the remarkable commitment of our teams and all the changemakers within Sephora who make Sephora’s Purpose a reality.”_ _Leading with Purpose_ _Ensuring a beautiful tomorrow_ _Sephora Red Heart_ _Sephora Green Heart_ 2024 Global Impact and Progress Report 4",0,Report framing/introduction — out of scope
271,Sephora,clean_beauty,ambiguous,"Additionally, employee well-being was raised as a core focus. From an environmental perspective, initiatives such as the “Planet Aware at Sephora” seal, engagement through Employee Resource Groups at regional and local level, and the implementation of recycling programmes are recognised by employees as Sephora’s key actions in the field. People at Sephora also think further attention should be given to plastic packaging in deliveries. Red Heart Other topics Green Heart - 8 Energy efficiency and consumption - 1 Gender equality - 16 Clean products - 2 People with disabilities - 9 Reduce, Reuse & Recycle - 17 Fundamental human & labour rights in the supply chain - 3 Other underrepresented communities - 10 Waste pollution - 4 Respectful working environment and employee engagement - 11 More sustainable raw materials - 18 Stakeholder engagement - 12 Natural ingredients - 19 Innovation & technology - 5 Training & development - 13 Biodiversity - 20 Responsible sourcing - 21 Transparency & information availability 22 Brand reputation - 6 Talents attraction, selection, and retention - 14 Customers’ environmental awareness - 15 Financial impacts of climate change - 7 Community engagement _Leading with Purpose_ _Ensuring a beautiful tomorrow_ _Sephora Red Heart_ _Sephora Green Heart_ 2024 Global Impact and Progress Report 22 _Ensuring a beautiful tomorrow_ With our curation of more than _500 brands_ we offer the most unique and diverse range of Prestige beauty products, tailored to our customers’ needs from fragrance to make up, haircare, skincare and beyond.",2,Planet Aware seal and recycling programmes named — specific initiatives
272,Sephora,clean_beauty,ambiguous,"These improvements have significantly lowered the store’s electricity intensity, cutting consumption by 57% . WUHAN HAN ’S LIFE IN ARCHITECTURE CERTIFICATE In 2024, Sephora China’s Han Street store in Wuhan obtained the certificate from LVMH’s LIFE in Architecture programme after a rigorous third-party audit by an independent agency confirmed its alignment with all company requirements. The certification process assessed the store against 50 specific criteria, covering a wide range of sustainability and environmental considerations. These included interior materials, IT materials (ENERGY STAR-certified), carbon footprint calculation related to transportation (including employee commuting), energy measurement and efficiency, water usage, lighting design, air quality and interior design (including reuse of furniture, construction waste, use of certified materials, etc.). STORES’ FURNITURE The market analysed some of its stores’ energy consumption to understand its root causes.",2,"57% electricity reduction in Wuhan store, LVMH LIFE certificate — third-party"
273,Sephora,clean_beauty,ambiguous,"Our own brand, Sephora Collection, plays a fundamental role in providing an accessible and inclusive prestige beauty experience for new and experienced customers alike. For instance, Sephora Collection’s Best Skin Ever foundation is suitable for all skin types and available in 48 shades so that everyone can find their match. The same applies to the same line’s concealer, which is available in 26 shades. _Leading with Purpose_ _Ensuring a beautiful tomorrow_ _Sephora Red Heart_ _Sephora Green Heart_ 2024 Global Impact and Progress Report 27 ZOOM IN SEPHORA ACCELERATE ZOOM IN Launched in the US in 2016, Sephora Accelerate is an incubation programme designed to foster innovative and diverse beauty founders.",0,"Sephora Collection inclusivity — commercial, out of scope"
274,Sephora,clean_beauty,ambiguous,"Employee participation broke every record! Their mission is to create a positive environmental impact, raise awareness on critical issues, and foster constructive dialogue, leading to tangible initiatives that drive meaningful change. _̃[2,000]_ employees participated to ERG-led initiatives on sustainability worldwide FOCUSFOCUS Sephora’s “Beauty & Cosmetics Retail Fresk” was co-developed by Sephora with the support of Quantis, Sephora’s technical expert and trainer partner for the initiative. It is a collaborative training tool designed to engage and educate Sephora’s teams on sustainability in the cosmetics and retail industry. This initiative targets Sephora employees with the goal of delivering key learnings: understanding the main environmental impacts of the beauty and retail value chain; recognising solutions to reduce these impacts; identifying how each employee can contribute to sustainability at Sephora; and overcoming barriers to action.",2,"2,000 employees in ERG sustainability initiatives — specific"
275,Sephora,clean_beauty,ambiguous,"6 From the purchase of Renewable Energy Certificates – RECs (from wind energy). 7 Employees included in the scope of this target are all employees on openended, fixed term, NGHC (Contract Hours Not Guaranteed), full-time and part-time contracts, with at least one year seniority at Sephora. 8 This strategic objective is referred to 7 usage categories of cardboard and paper: e-commerce packaging reaching the final customer, gift boxes, Point of Sale Materials (POSM), shopping bags, printed POSM supports, office paper and printed internal communication, gift wraps. FSC/PEFC/SFI (only for North America) certified. 9 Including waste to energy.",0,"REC footnote and employee scope definition — methodology, out of scope"
276,Sephora,clean_beauty,ambiguous,"2 Among +3,200 Points of Sales, 2,176 stores – free standing, galleria, outlet, pop-up, and shop-in-shop stores – are open between 1 January and 31 December, 2024: and therefore included in the reporting perimeter. 3 The Novi Connect Platform lists compliant alternatives as “ChemFORWARD SAFER.” 4 For more information on the initiative and on Sephora’s stores participating to the test please consult the following link: https://labouclebeaute.com/ 5 Cèdre is LVMH’s sorting and recycling partner used by multiple Maisons to recycle and reuse different types of waste. These include obsolete packaging, merchandising materials, in-store testers, as well as empty beauty packaging returned to stores by customers. 6 From the purchase of Renewable Energy Certificates – RECs (from wind energy). 7 Employees included in the scope of this target are all employees on openended, fixed term, NGHC (Contract Hours Not Guaranteed), full-time and part-time contracts, with at least one year seniority at Sephora.",0,"Store perimeter definition and footnotes — methodology, out of scope"
277,Sephora,clean_beauty,ambiguous,"Other key emission hotspots include inbound and outbound transportation flows and the impact of capital-goods investments, such as stores opening and renovations. We are committed to achieving the best possible outcomes in each strategic pillar, believing that shared responsibility for positive actions should be embraced by everyone in our company. _Leading with Purpose_ _Ensuring a beautiful tomorrow_ _Sephora Red Heart_ _Sephora Green Heart_ 2024 Global Impact and Progress Report 40 ZOOM IN ZOOM IN The impact of our direct operations EXAMPLES OF ENERGY BEST PRACTICES IN STORES Energy consumption at Sephora Although GHG emissions from our direct operations (Scope 1 and Scope 2) account for only 5% of our total corporate carbon footprint, we are committed to reducing these impacts by implementing energy-saving solutions, such as more efficient lighting in stores and other facilities worldwide. In 2024, 95% of the electricity consumed in all Sephora sites (stores, offices and distribution centres ) was from renewable sources, including 21% from renewable energy contracts and the remainder from purchased RECs .",1,Committed to achieving best outcomes — vague aspirational language
278,Sephora,clean_beauty,ambiguous,"_Engage employees_ With the goal of equipping Sephora employees with the knowledge and tools to promote sustainability and contribute to the Global Green Heart Roadmap, Sephora has developed a global awareness-raising initiative set to take place for the first time during Earth Month in April 2025. Employee Resource Groups (ERGs) play a crucial role in addressing employees’ expectations and driving meaningful change. ERGs focused on sustainability have been launched in several markets, supported by executive sponsorship. In our regions, ERGs gathered employees around sustainable initiatives throughout the year, with special celebrations during Earth Month. These included, among others, clean-up days for collecting waste in urban and natural context, tree-planting activities, awareness-raising conferences and training, sustainabilityinspired challenges, and much more.",2,Earth Month awareness initiative planned for 2025 — specific upcoming action
279,Sephora,clean_beauty,ambiguous,"Employee training and development Opportunities for upskilling and reskilling are essential in adapting to the evolving labour market influenced by innovation and technology. A global week dedicated to training & development Employee retention strategies The impact of worldwide business phenomena like the recent “great resignation” highlights the importance of employee retention, attraction and selection plans. Corporate culture and values are key to increasing employee satisfaction and employment quality. _Leading with Purpose_ _Ensuring a beautiful tomorrow_ _Sephora Red Heart_ _Sephora Green Heart_ 2024 Global Impact and Progress Report 16 From an environmental perspective Plastics, packaging and waste Product transparency Customers demand more information on ingredient sources and raw materials , with a focus on both harmful chemicals (e.g.",0,"Employee training and retention — HR, out of scope"
280,Lush,clean_beauty,positive_control,"Registered number 04162033 17 July 2025 35 Registered number 04162033 17 July 2025 36 Registered number 04162033 17 July 2025 37 PRINCIPLE: A LIVING PLANET Where we have the biggest impact on the living world is through our supply web. For our business to thrive - any business, really - we depend on clean water, healthy pollinators and abundant flora and fauna.",2,Supply web living planet principle — substantive supply chain commitment
281,Lush,clean_beauty,positive_control,"Registered number 04162033 17 July 2025 65 Registered number 04162033 17 July 2025 66 Registered number 04162033 17 July 2025 67 PRINCIPLE: RECYCLED MATERIALS When packaging is absolutely necessary, we make it count. We've been using recycled plastic since 2008 in the UK.",2,"Recycled plastic since 2008, colour additives switching to recycled — specific"
282,Lush,clean_beauty,positive_control,"We Are Lush Report Summary Leaving The World Lusher Than We Found It through the Lush Ethical Charter _Financial Year 2023/2024_ Click here for the complete report Registered number 04162033 17 July 2025 Contents - 3 Foreword - 4 Introduction: The Lush Ethos, Our Ethical Charter and the Employee Benefit Trust - 7 Core Principles - 8 _Animal Testing_ - 11 _Lush is a Vegetarian Company_ - 15 _Company Tax Policy_ - 18 _Lush is a Campaigning Company_ - 22 _Fair Wages For Staff_ - 26 _All Are Welcome, Always_ 31 _Commitment to Transparency and External Audits_ - 36 Evolving Principles 37 _A Living Planet_ 44 _Fair Business Dealings With Our Suppliers_ 48 _Keeping Product Quality, Core Values, Customer Satisfaction and Making a Profit of Equal Importance_ - 51 _Fresh and Handmade_ 55 _Naked Products_ 60 _Digital Ethics_ 63 _Renewable Energy_ 67 _Recycled Materials_ 70 _Environmental Policies_ Registered number 04162033 17 July 2025 2 Foreword In 2025 Lush Cosmetics, turned 30 years old. This presents the perfect opportunity to reflect on three decades of doing what we love - making fresh, handmade, effective cosmetics using the finest natural ingredients to give our customers what they need, and trying to do as much good along the way as we can. At Lush, we all share in an overarching mission to Leave the World Lusher Than We Found It and while we enjoy doing the good things, we also need to take stock on how we are doing; not only to see and celebrate our progress, but also to make sure we keep moving in the right direction and that our resources are being used in the best way.",0,Report table of contents — out of scope
283,Lush,clean_beauty,positive_control,"PRINCIPLE: RECYCLED MATERIALS When packaging is absolutely necessary, we make it count. We've been using recycled plastic since 2008 in the UK. We recently switched the colour additives from virgin to recycled plastic for black pots in the UK and are rolling this out to other markets, so we can claim 100% recycled pots. Most of our pesky pumps, virgin until recently, now have 30-60% recycled content. Perfume spritzers, Shield & Willow and the 100ml Super Milk are still a work in progress.",2,"100% recycled PET bottles, Prevented Ocean Plastic — specific material sourcing"
284,Lush,clean_beauty,positive_control,"Suppliers who have shown an interest in making improvements to social and environmental standards, or are otherwise heavily engaged with Lush’s values are invited by our creative buying team to apply for funding on projects that meet our criteria. In FY2024, we carried out 13 projects in collaboration with our suppliers, in which we contributed about £166,000 Registered number 04162033 17 July 2025 45 PRINCIPLE: OUR SUPPLIERS Despite Fairtrade certification and other certification schemes being a useful tool, and a reassuring mark of producers and traders doing the right thing, Lush as a company does not solely rely on these certifications. We find that working as directly as possible with primary producers of our ingredients and packaging is the best way for us to achieve transparency in our supply network, while also making sure that our supplier relationships are fair and built on open communication. The term fair trade, whilst associated with formal certifications, can be expressed and verified in many forms, some of which are far more economically and structurally viable for our producers.",2,13 supplier collaboration projects in FY2024 — specific count
